id,url,title
17,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_German-Youth-IGF.pdf,"Submission by the Youth IGF Germany, February 2023PDF"
18,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_A-Lee.pdf,"Submission by Ahreum Lee, February 2023PDF"
19,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Fabian-Luetz.pdf,"Submission by Fabian Luetz, February 2023PDF"
20,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_IEC.pdf,"Submission by the International Electrotechnical Commission (IEC), March 2023PDF"
21,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Concordia-Consulting.pdf,"Submission by Concordia Consulting, March 2023PDF"
22,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_European-Union.pdf,"Submission by European Union (EU) on behalf of the EU and its 27 Member States, March 2023PDF"
23,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_G3ict.pdf,"Submission by Global Initiative for Inclusive Information and Communication Technologies (G3ict), March 2023PDF"
24,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_South_School_on_Internet_Governance.pdf,"Submission by the South School on Internet Governance, March 2023PDF"
25,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Southern_Alliance.pdf,"Submission from the Southern Alliance, March 2023PDF"
26,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Open-Data-Charter.pdf,"Submission from the Open Data Charter, March 2023PDF"
27,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ITUC.pdf,"Submission by the International Trade Union Confederation (ITUC), March 2023PDF"
28,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Google.pdf,"Submission by Google, March 2023PDF"
29,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Future_Earth.pdf,"Submission by Future Earth, March 2023PDF"
30,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ART-AI_University-of-Bath.pdf,"Submission by ART-AI / University of Bath, March 2023PDF"
31,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Future-of-Life-Institute.pdf,"Submission by the Future of Life Institute, March 2023PDF"
32,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet-Society-Youth-Standing-Group.pdf,"Submission by Internet Society Youth Standing Group, March 2023PDF"
33,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Binary.pdf,"Submission by the Binary, April 2023PDF"
34,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Digital-Empowerment-Foundation.pdf,"Submission by the Digital Empowerment Foundation, April 2023PDF"
35,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ETNO.pdf,"Submission by the European Telecommunications Network Operators’ Association (ETNO), April 2023PDF"
36,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Digital-National-Alliance-Bulgaria.pdf,"Submission by the Digital National Alliance Bulgaria, April 2023PDF"
37,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNU-Macau.pdf,"Submission by UNU Institute in Macau, April 2023PDF"
38,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_The-E4E-Project.pdf,"Submission by the E4E Project, April 2023PDF"
39,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CODES.pdf,"Submission by the Coalition for Digital Environmental Sustainability (CODES), April 2023PDF"
40,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_IGF-LP.pdf,"Submission by the IGF Leadership Panel, April 2023PDF"
41,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Fuxi-Institution.pdf,"Submission by the Fuxi Institution, April 2023PDF"
42,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Myanmar_Sustainable_Business_Network.pdf,"Submission by the Myanmar Sustainable Business Network, April 2023PDF"
43,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Konstantinos-Komaitis.pdf,"Submission by Dr. Konstantinos Komaitis, April 2023PDF"
44,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_EARSC.pdf,"Submission by the European Association of Remote Sensing Companies (EARSC), April 2023PDF"
45,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ABRINT-Brazil.pdf,"Submission by the Brazilian Association of Internet and Telecommunications Service Providers (ABRINT), April 2023PDF"
46,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_OBOR-Legal-Research-Centre.pdf,"Submission by the OBOR Legal Research Centre, April 2023PDF"
47,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CAICT-China.pdf,"Submission by the China Academy of Information and Communications Technology (CAICT), April 2023PDF"
48,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_World-Benchmarking-Alliance-1.pdf,"Submission by the World Benchmarking Alliance, April 2023PDF"
49,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CSTD.pdf,"Submission by the Secretariat of the Commission on Science and Technology for Development (CSTD), April 2023PDF"
50,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_IIASA.pdf,"Submission by the International Institute for Applied Systems Analysis (IIASA), April 2023PDF"
51,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Child-Fund-Alliance.pdf,"Submission by the ChildFund Alliance, April 2023PDF"
52,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet-Standards-Security-and-Safety-Coalition-IS3C.pdf,"Submission by the Internet Governance Forum's Dynamic Coalition on Internet Standards, Security, and Safety (IS3C), April 2023PDF"
53,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Freedom-Online-Coalition.pdf,"Submission by the Freedom Online Coalition (FOC), April 2023PDF"
54,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Minderoo-Centre-for-Technology-and-Democracy.pdf,"Submission by the Minderoo Centre for Technology and Democracy, April 2023PDF"
55,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Simon-Institute-for-Longterm-Governance.pdf,"Submission by the Simon Institute for Longterm Governance, April 2023PDF"
56,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Community-of-Democracies-Working-Group.pdf,"Submission by the Community of Democracies Working Group, April 2023PDF"
57,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Kaspersky.pdf,"Submission by Kaspersky, April 2023PDF"
58,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CyberPeace-Institute.pdf,"Submission by the CyberPeace Institute, April 2023PDF"
59,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Joint-Submission-by-43-Child-Rights-Organizations.pdf,"Submission by 43 Child Rights Organizations, April 2023PDF"
60,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNEP.pdf,"Submission by UNEP, April 2023PDF"
61,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Austria-multi-stakeholder-internet-community.pdf,"Submission by Austria's multistakeholder internet community, April 2023PDF"
62,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CENTR.pdf,"Submission by the Council of European National Top-Level Domain Registries (CENTR), April 2023PDF"
63,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Australian-internet-governance-community.pdf,"Submission by the Australian internet governance community, April 2023PDF"
64,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_German-Environment-Agency-UBA.pdf,"Submission by the German Environment Agency (UBA), April 2023PDF"
65,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet_Rights_and_Principles_Coalition.pdf,"Submission by the Internet Rights and Principles Coalition (IRPC), April 2023PDF"
66,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ICNL-ECNL.pdf,"Submission by the International Center for Not-for-Profit Law (ICNL) and the European Center for Not-for-Profit Law (ECNL), April 2023PDF"
67,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-BSM-Academy.pdf,"Submission by the BSM Academy, April 2023PDF"
68,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ISO.pdf,"Submission by the International Organization for Standardization (ISO), April 2023PDF"
69,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Kingdom-of-the-Netherlands.pdf,"Submission by the Kingdom of the Netherlands, April 2023 PDF"
70,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Polish-Government.pdf,"Submission by the Government of the Republic of Poland, April 2023PDF"
71,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UN-Women-Equality-Now-AUDRi.pdf,"Submission by UN Women, Equality Now, and the Alliance for Universal Digital Rights, April 2023PDF"
72,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet-Society.pdf,"Submission by Internet Society (ISOC), April 2023PDF"
73,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNESCO.pdf,"Submission by UNESCO, April 2023PDF"
74,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Radio-Research-and-Development-Institute-NIIR.pdf,"Submission by the Radio Research and Development Institute (NIIR), April 2023PDF"
75,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Digital-Futures-Commissions.pdf,"Submission by Digital Futures Commissions, April 2023PDF"
76,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_WSIS.pdf,"Submission by the World Summit on the Information Society (WSIS), April 2023PDF"
77,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_AARP.pdf,"Submission by AARP, April 2023 PDF"
78,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Southern-Voice.pdf,"Submission by Southern Voice, April 2023PDF"
79,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Amazon.pdf,"Submission by Amazon, April 2023PDF"
80,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ICANN.pdf,"Submission by the Internet Corporation for Assigned Names and Numbers (ICANN), April 2023PDF"
81,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Caribbean-IGF.pdf,"Submission by the Caribbean Internet Governance Forum, April 2023PDF"
82,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Republic-of-Austria.pdf,"Submission by the Republic of Austria, April 2023PDF"
83,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Global-Cyber-Alliance.pdf,"Submission by the Global Cyber Alliance, April 2023PDF"
84,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Connected-by-Data.pdf,"Submission by Connected by Data, April 2023PDF"
85,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_CCAOI.pdf,"Submission by CCAOI, April 2023PDF"
86,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Brazilian-Internet-Steering-Committee.pdf,"Submission by the Brazilian Internet Steering Committee, April 2023PDF"
87,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ICC-business-survey.pdf,"Submission by the International Chamber of Commerce (ICC), Business Survey, April 2023PDF"
88,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Global-Initiative-Digital-Empowerment.pdf,"Submission by the Global Initiative for Digital Empowerment (GIDE), April 2023PDF"
89,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_I-DAIR.pdf,"Submission by I-DAIR, April 2023PDF"
90,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_G77-and-China.pdf,"Submission by G77 and China, April 2023PDF"
91,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_LACIGF.pdf,"Submission by the Latin American and Caribbean Internet Governance Forum (LACIGF), April 2023PDF"
92,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Secretariat_of_the_Broadband_Commission.pdf,"Submission by the Broadband Commission for Sustainable Development, April 2023PDF"
93,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ITU.pdf,"Submission by the International Telecommunication Union (ITU), April 2023PDF"
94,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Save-the-Children.pdf,"Submission by Save the Children, April 2023PDF"
95,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Myanmar_Sustainable_Business_Network.pdf,"Submission by the Myanmar Sustainable Business Network (MSBN), April 2023"
96,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Acao-Educativa.pdf,"Submission by Ação Educativa / Tecla, April 2023PDF"
97,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_the-millennium-project.pdf,"Submission by the Millennium Project, April 2023PDF"
98,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Chaos-Computer-Club.pdf,"Submission by Chaos Computer Club, April 2023PDF"
99,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Intel.pdf,"Submission by Intel, April 2023PDF"
100,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-UP-Social-Innovations-Lab.pdf,"Submission by UP Social Innovations Lab, April 2023PDF"
101,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_VMind.pdf,"Submission by VMind, April 2023PDF"
102,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Ada-Lovelace-Institute.pdf,"Submission by the Ada Lovelace Institute, April 2023PDF"
103,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_SUPERRR-Lab.pdf,"Submission by SUPERRR Lab, April 2023PDF"
104,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Australia-Human-Rights-Commission.pdf,"Submission by the Australia Human Rights Commission, April 2023PDF"
105,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_IGF_Dynamic_Coalition_on_Network_Neutrality_DCNN.pdf,"Submission by the IGF Dynamic Coalition on Network Neutrality (DCNN), April 2023PDF"
106,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UN-Youth-Envoy.pdf,"Submission by the Office of the UN Secretary-General's Envoy on Youth, April 2023PDF"
107,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-the-LEGO-Group.pdf,"Submission by the LEGO Group, April 2023PDF"
108,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_NetMission.Asia_.pdf,"Submission by NetMission.Asia, April 2023PDF"
109,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Eurovisioni.pdf,"Submission by Eurovisioni, April 2023PDF"
110,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Ayden-Ferdeline.pdf,"Submission by Ayden Férdeline, April 2023PDF"
111,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_IGF_Dynamic_Coalitions_Coordination_Group_DCCG.pdf,"Submission by IGF Dynamic Coalitions Coordination Group (DCCG), April 2023PDF"
112,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_South-Centre.pdf,"Submission by the South Centre, April 2023PDF"
113,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Italy-IGF.pdf,"Submission by IGF Italia, April 2023PDF"
114,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_International-Information-Security-School.pdf,"Submission by the International Information Security School, April 2023PDF"
115,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Research-ICT-Africa.pdf,"Submission by Research ICT Africa, April 2023PDF"
116,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Global_Forum_on_Cyber_Expertise_GFCE.pdf,"Submission by the Global Forum on Cyber Expertise (GFCE), April 2023PDF"
117,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Club-de-madrid.pdf,"Submission by the Club de Madrid, April 2023PDF"
118,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_YouthIGF.pdf,"Submission by the Youth IGF, April 2023PDF"
119,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNHCR.pdf,"Submission by UNHCR, April 2023PDF"
120,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Child_Rights_Connect_Taskforce.pdf,"Submission by Members of the Child Rights Connect Taskforce, April 2023PDF"
121,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_JPNIC-APNIC.pdf,"Submission by Japan Network Information Center (JNPIC) and Asia Pacific Network Information Centre (APNIC), April 2023PDF"
122,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_EuroDIG.pdf,"Submission by EuroDIG, April 2023PDF"
123,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Identity-Valley-Research.pdf,"Submission by Identity Valley Research, April 2023PDF"
124,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Paul-Librecht.pdf,"Submission by Prof. Paul Libbrecht, April 2023PDF"
125,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Council_for_Social_and_Digital_Development_CSDD-others.pdf,"Submission by the Council for Social and Digital Development (CSDD) and others, April 2023PDF"
126,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_GEODE.pdf,"Submission by Geode, April 2023PDF"
127,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UK_Coalition_on_Violence_Against_Women_and_Girls_Code_of_Practice.pdf,"Submission by the UK Coalition on Violence Against Women and Girls Code of Practice, April 2023 PDF"
128,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Multistakeholder_Advisory_Group_MAG.pdf,"Submission by the IGF Dynamic Coalition on Community Connectivity (DC3), April 2023PDF"
129,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_IGF_Coalition_on_Platform_Responsibility.pdf,"Submission by the IGF Coalition on Platform Responsibility, April 2023PDF"
130,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Intelligence-in-science-ISC.pdf,"Submission by ISC Intelligence in Science, April 2023PDF"
131,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Internet-Governance-Coalition.pdf,"Submission by the Internet Governance Coalition, April 2023PDF"
132,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_United-States.pdf,"Submission by the United States of America, April 2023PDF"
133,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission-Digital-Economy-Forum-Nigeria.pdf,"Submission by the Digital Economy Forum (DEF) Nigeria, April 2023PDF"
134,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Global-Network-Initiative-GNI.pdf,"Submission by the Global Network Initiative (GNI), April 2023PDF"
135,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNDP.pdf,"Submission by the United Nations Development Programme (UNDP), April 2023PDF"
136,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_El-Salvador.pdf,"Submission by El Salvador, April 2023PDF"
137,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_WAMPUM_Lab_and_the_Collaboratory_for_Indigenous.pdf,"Submission by the Wampum Lab and the Collaboratory for Indigenous Data Governance, April 2023PDF"
138,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Republic-of-Singapore.pdf,"Submission by the Republic of Singapore, April 2023PDF"
139,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNICEF.pdf,"Submission by UNICEF, April 2023PDF"
140,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_AI-Future-Lab.pdf,"Submission by AI Future Lab, April 2023PDF"
141,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Consultations-Americas.pdf,"Submission from multistakeholder Americas consultations facilitated by the Government of Germany and the Government of Mexico, April 2023PDF"
142,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Asia-Consultations.pdf,"Submission from multistakeholder Asia consultations facilitated by the Government of Germany and the Government of India, April 2023PDF"
143,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Islamic-Republic-Iran.pdf,"Submission by the Islamic Republic of Iran, April 2023PDF"
144,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_APC.pdf,"Submission by the Association for Progressive Communications (APC), April 2023PDF"
145,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Bangladesh_NGOs_Network_for_Radio_and_Communication.pdf,"Submission by the Bangladesh Internet Governance Forum (BIGF) and Bangladesh NGOs Network for Radio and Communication (BNNRC), April 2023PDF"
146,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_DepHUB.pdf,"Submission by the Data Economy Policy Hub, April 2023PDF"
147,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Dynamic_Coalition_on_Accessibility_and_Disability.pdf,"Submission by the Dynamic Coalition on Accessibility and Disability (DCAD), April 2023PDF"
148,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_United-Kingdom.pdf,"Submission by the United Kingdom, April 2023PDF"
149,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_R3D.pdf,"Submission by Red en Defensa de los Derechos Digitales (R3D), April 2023PDF"
150,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Republica-de-Cuba.pdf,"Submission by República de Cuba, April 2023PDF"
151,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Emmanuelle-Duquenne.pdf,"Submission by Emmanuelle Duquenne, April 2023PDF"
152,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Wikimedia-Foundation.pdf,"Submission by the Wikimedia Foundation, April 2023PDF"
153,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_UNGIS.pdf,"Submission by the United Nations Group on the Information Society (UNGIS), April 2023PDF"
154,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Cloudflare.pdf,"Submission by Cloudflare, April 2023PDF"
155,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submissio_Avaaz-Foundation.pdf,"Submission by the Avaaz Foundation, April 2023PDF"
156,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Youth-for-Privacy.pdf,"Submission by Youth for Privacy, April 2023PDF"
157,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_5Rights.pdf,"Submission by the 5Rights Foundation, April 2023PDF"
158,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Meta.pdf,"Submission by Meta, April 2023PDF"
159,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_ICRC.pdf,"Submission by the International Committee of the Red Cross (ICRC), April 2023PDF"
160,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_-FES-ITfC.pdf,"Submission by the Friedrich Ebert Stiftung (FES) and IT for Change, April 2023 PDF"
161,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Global-Digital-Justice-Forum.pdf,"Submission by the Global Digital Justice Forum, April 2023PDF"
162,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_25_Stakeholders_in_the_field_of_Artificial_Intelligence.pdf,"Submission by 25 stakeholders in the field of AI, April 2023PDF"
163,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Switzerland.pdf,"Submission by Switzerland, April 2023PDF"
164,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_joint-submission-on-targeted-surveillance_0.pdf,"Submission by Amnesty International, April 2023PDF"
165,https://www.un.org/techenvoy/sites/www.un.org.techenvoy/files/GDC-submission_Colombian-IGF_0.pdf,"Submission by the Colombian IGF, April 2023PDF"
